codigo,descripcion
79.3.5.01,"FÉMUR REDUCCIÓN ABIERTA DE FRACTURA EN FÉMUR (CUELLO, INTERTROCANTÉRICA, SUPRACONDÍLEA) CON FIJACIÓN INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS)"
79.3.5.02,REDUCCIÓN ABIERTA DE FRACTURA EN DIÁFISIS DE FÉMUR CON FIJACIÓN INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS)
79.3.6.01,RÓTULA REDUCCIÓN ABIERTA DE FRACTURA EN RÓTULA CON FIJACIÓN INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS)
79.3.7.07,TIBIA Y PERONÉ REDUCCIÓN ABIERTA DE FRACTURA DE PERONÉ PROXIMAL CON FIJACIÓN INTERNA
79.3.7.08,REDUCCIÓN ABIERTA DE FRACTURA DE PERONÉ PROXIMAL CON FIJACIÓN EXTERNA
79.3.7.09,REDUCCIÓN ABIERTA DE FRACTURA DE PERONÉ DIAFISIARIO CON FIJACIÓN INTERNA
79.3.7.10,REDUCCIÓN ABIERTA DE FRACTURA DE PERONÉ DIAFISIARIO CON FIJACIÓN EXTERNA
79.3.7.11,REDUCCIÓN ABIERTA DE FRACTURA DE PERONÉ DISTAL CON FIJACIÓN INTERNA
79.3.7.12,REDUCCIÓN ABIERTA DE FRACTURA DE PERONÉ DISTAL CON FIJACIÓN EXTERNA
79.3.7.13,CUPS” CÓDIGO                                  DESCRIPCIÓN REDUCCIÓN ABIERTA DE FRACTURA DE TIBIA PROXIMAL CON FIJACIÓN INTERNA
79.3.7.14,REDUCCIÓN ABIERTA DE FRACTURA DE ESPINA TIBIAL CON FIJACIÓN INTERNA
79.3.7.15,REDUCCIÓN ABIERTA DE FRACTURA DE TIBIA PROXIMAL CON FIJACIÓN EXTERNA
79.3.7.16,REDUCCIÓN ABIERTA DE FRACTURA DE TIBIA DIAFISIARIA CON FIJACIÓN INTERNA
79.3.7.17,REDUCCIÓN ABIERTA DE FRACTURA DE TIBIA DIAFISIARIA CON FIJACIÓN EXTERNA
79.3.7.18,REDUCCIÓN ABIERTA DE FRACTURA DE TIBIA DISTAL CON FIJACIÓN INTERNA
79.3.7.19,REDUCCIÓN ABIERTA DE FRACTURA DE TIBIA DISTAL CON FIJACIÓN EXTERNA
79.3.8.01,TARSIANOS Y METATARSIANOS REDUCCIÓN ABIERTA DE FRACTURA DE TARSO (CADA UNO) CON FIJACIÓN INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS) REDUCCIÓN ABIERTA DE FRACTURA DE METATARSIANO (CADA
79.3.8.02,UNO) CON FIJACIÓN INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS)
79.3.8.04,REDUCCIÓN ABIERTA DE FRACTURA CALCÁNEO CON FIJACIÓN INTERNA
79.3.9.01,"OTROS HUESOS ESPECIFICADOS REDUCCIÓN ABIERTA, CON FIJACIÓN O INSTRUMENTACIÓN DE LUXOFRACTURA DE COLUMNA VERTEBRAL REDUCCIÓN ABIERTA DE FRACTURA EN FALANGES DE MANO (UNA O MÁS) CON FIJACIÓN INTERNA"
79.3.9.02,REDUCCIÓN ABIERTA DE FRACTURA EN FALANGES DE PIE (UNA O MÁS) CON FIJACIÓN INTERNA
79.3.9.10,REDUCCIÓN ABIERTA DE FRACTURA DEL ILÍACO CON FIJACIÓN INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS)
79.3.9.11,REDUCCIÓN ABIERTA DE FRACTURA EN RAMAS PÚBIS CON FIJACIÓN INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS)
79.3.9.12,"REDUCCIÓN ABIERTA DE FRACTURA EN SÍNFISIS PÚBICA CON FIJACIÓN INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS) REDUCCIÓN ABIERTA DE FRACTURA EN PELVIS [ACETÁBULO,"
79.3.9.20,REBORDE ANTERIOR O POSTERIOR] CON FIJACIÓN INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS) REDUCCIÓN ABIERTA DE FRACTURA COMPLEJA EN PELVIS
79.3.9.21,"(ACETÁBULO, REBORDE ANTERIOR, POSTERIOR Y SUPERIOR) CON FIJACIÓN INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS) REDUCCIÓN ABIERTA DE FRACTURA DE LÁMINA CUADRILÁTERA"
79.3.9.22,CON ABORDAJE ANTERIOR MÁS VENTANA LATERAL ILIOINGUINAL CON FIJACIÓN INTERNA
79.3.9.30,REDUCCIÓN ABIERTA DE FRACTURA DE ODONTOIDES VÍA ANTERIOR
79.3.9.32,REDUCCIÓN ABIERTA DE FRACTURA DE ODONTOIDES VÍA POSTERIOR
79.3.9.35,REDUCCIÓN DE FRACTURA OCCIPITOCERVICAL VÍA ANTERIOR
79.3.9.37,REDUCCIÓN DE FRACTURA OCCIPITOCERVICAL VÍA POSTERIOR
79.3.9.40,REDUCCIÓN DE FRACTURA COLUMNA CERVICAL EN C1 VÍA ANTERIOR
79.3.9.42,REDUCCIÓN DE FRACTURA COLUMNA CERVICAL EN C1 VÍA POSTERIOR
79.3.9.44,CUPS” CÓDIGO                                 DESCRIPCIÓN REDUCCIÓN DE FRACTURA COLUMNA CERVICAL POR DEBAJO DE C2 VÍA ANTERIOR
79.3.9.46,REDUCCIÓN DE FRACTURA COLUMNA CERVICAL POR DEBAJO DE C2 VÍA POSTERIOR
79.3.9.50,"REDUCCIÓN ABIERTA DE FRACTURA DE COLUMNA VERTEBRAL (TORÁCICA, LUMBAR O SACRA) VÍA ANTERIOR REDUCCIÓN ABIERTA DE FRACTURA DE COLUMNA VERTEBRAL"
79.3.9.52,"(TORÁCICA, LUMBAR O SACRA) VÍA POSTERIOR O"
79.4.1.01,REDUCCIÓN CERRADA DE EPÍFISIS SEPARADA EN HÚMERO SIN FIJACIÓN
79.4.1.02,REDUCCIÓN CERRADA DE EPÍFISIS SEPARADA EN HÚMERO CON FIJACIÓN
79.4.2.01,CÚBITO REDUCCIÓN CERRADA DE EPÍFISIS SEPARADA EN CÚBITO O RADIO SIN FIJACIÓN
79.4.2.02,REDUCCIÓN CERRADA DE EPÍFISIS SEPARADA EN CÚBITO O RADIO CON FIJACIÓN
79.4.2.03,REDUCCIÓN CERRADA DE EPÍFISIS SEPARADA EN RADIO Y CÚBITO SIN FIJACIÓN
79.4.2.04,REDUCCIÓN CERRADA DE EPÍFISIS SEPARADA EN RADIO Y CÚBITO
79.4.5.01,REDUCCIÓN CERRADA DE EPÍFISIS SEPARADA EN FÉMUR SIN FIJACIÓN
79.4.5.02,REDUCCIÓN CERRADA DE EPÍFISIS SEPARADA EN FÉMUR CON FIJACIÓN
79.4.6.01,PERONÉ REDUCCIÓN CERRADA DE EPÍFISIS SEPARADA DE TIBIA O PERONÉ SIN FIJACIÓN
79.4.6.02,REDUCCIÓN INDIRECTA DE EPÍFISIS SEPARADA DE TIBIA O PERONÉ CON FIJACIÓN
79.4.6.03,REDUCCIÓN CERRADA DE EPÍFISIS SEPARADA DE TIBIA Y PERONÉ SIN FIJACIÓN
79.4.6.04,REDUCCIÓN INDIRECTA DE EPÍFISIS SEPARADA DE TIBIA Y PERONÉ CON FIJACIÓN
79.5.1.01,SEPARADA EN HÚMERO REDUCCIÓN ABIERTA SIN FIJACIÓN INTERNA DE EPÍFISIS SEPARADA DE HÚMERO
79.5.1.02,REDUCCIÓN ABIERTA CON FIJACIÓN INTERNA DE EPÍFISIS SEPARADA DE HÚMERO
79.5.2.01,SEPARADA EN RADIO O CÚBITO REDUCCIÓN ABIERTA DE EPÍFISIS SEPARADA DE RADIO O CÚBITO SIN FIJACIÓN
79.5.2.02,REDUCCIÓN ABIERTA DE EPÍFISIS SEPARADA DE RADIO O CÚBITO CON FIJACIÓN
79.5.2.03,REDUCCIÓN ABIERTA DE EPÍFISIS SEPARADA DE RADIO Y CÚBITO SIN FIJACIÓN
79.5.2.04,CUPS” CÓDIGO                                 DESCRIPCIÓN REDUCCIÓN ABIERTA DE EPÍFISIS SEPARADA DE RADIO Y CÚBITO CON FIJACIÓN
79.5.5.01,SEPARADA EN FÉMUR REDUCCIÓN ABIERTA SIN FIJACIÓN INTERNA DE EPÍFISIS SEPARADA DE FÉMUR
79.5.5.02,REDUCCIÓN ABIERTA CON FIJACIÓN INTERNA DE EPÍFISIS SEPARADA DE FÉMUR
79.5.6.01,SEPARADA EN TIBIA O PERONÉ REDUCCIÓN ABIERTA DE EPÍFISIS SEPARADA DE TIBIA O PERONÉ SIN FIJACIÓN
79.5.6.02,REDUCCIÓN ABIERTA DE EPÍFISIS SEPARADA DE TIBIA O PERONÉ CON FIJACIÓN
79.5.6.03,REDUCCIÓN ABIERTA DE EPÍFISIS SEPARADA DE TIBIA Y PERONÉ SIN FIJACIÓN
79.5.6.04,REDUCCIÓN ABIERTA DE EPÍFISIS SEPARADA DE TIBIA Y PERONÉ
79.6.1.01,LAVADO Y DESBRIDAMIENTO DE FRACTURA ABIERTA DE HÚMERO
79.6.2.01,CÚBITO LAVADO Y DESBRIDAMIENTO DE FRACTURA ABIERTA DE CÚBITO O RADIO
79.6.3.01,CARPIANOS Y METACARPIANOS LAVADO Y DESBRIDAMIENTO DE FRACTURA ABIERTA O EXPUESTA EN MANO (EXCEPTO FALANGES)
79.6.4.01,EN MANO LAVADO Y DESBRIDAMIENTO DE FRACTURAS EXPUESTAS DE
79.6.5.01,LAVADO Y DESBRIDAMIENTO DE FRACTURA ABIERTA DE FÉMUR
79.6.6.01,PERONÉ LAVADO Y DESBRIDAMIENTO DE FRACTURA ABIERTA DE TIBIA O PERONÉ
79.6.7.01,Y METATARSIANOS LAVADO Y DESBRIDAMIENTO DE FRACTURA ABIERTA DE TARSIANOS O METATARSIANOS
79.6.8.01,PIE LAVADO Y DESBRIDAMIENTO DE FRACTURA ABIERTA DE DEDOS DE PIE
79.6.9.02,HUESOS ESPECIFICADOS LAVADO Y DESBRIDAMIENTO DE FRACTURA EXPUESTA DE RÓTULA
79.6.9.03,LAVADO Y DESBRIDAMIENTO DE FRACTURA EXPUESTA DE PELVIS
79.6.9.05,LAVADO Y DESBRIDAMIENTO DE FRACTURA ABIERTA DE RAQUIS O
79.7.1.01,REDUCCIÓN CERRADA DE LUXACIÓN EN HOMBRO
79.7.2.01,REDUCCIÓN CERRADA DE LUXACIÓN EN CODO
79.7.3.01,REDUCCIÓN CERRADA DE LUXACIÓN EN MUÑECA
79.7.4.01,REDUCCIÓN CERRADA DE LUXACIÓN CARPIANA
79.7.4.02,REDUCCIÓN CERRADA DE LUXACIÓN CARPOMETACARPIANA
79.7.4.03,REDUCCIÓN CERRADA DE LUXACIÓN METACARPOFALÁNGICA (UNA O MÁS)
79.7.4.04,REDUCCIÓN CERRADA DE LUXACIÓN INTERFALÁNGICA (UNA O
79.7.5.01,REDUCCIÓN CERRADA DE DISPLASIA O LUXACIÓN CONGÉNITA DE CADERA (UNI O BILATERAL)
79.7.5.02,REDUCCIÓN CERRADA DE LUXACIÓN TRAUMÁTICA DE CADERA
79.7.5.03,REDUCCIÓN CERRADA DE DISPLASIA O LUXACIÓN CONGÉNITA DE
79.7.6.01,REDUCCIÓN CERRADA DE LUXACIÓN TRAUMÁTICA DE RODILLA
79.7.6.02,REDUCCIÓN CERRADA DE LUXACIÓN TIBIOPERONERA PROXIMAL
79.7.6.03,REDUCCIÓN CERRADA DE LUXACIÓN TRAUMÁTICA DE RÓTULA
79.7.7.01,REDUCCIÓN CERRADA DE LUXACIÓN TRAUMÁTICA TOBILLO
79.7.8.01,REDUCCIÓN CERRADA DE LUXACIÓN TARSO-METATARSIANOS
79.7.8.02,REDUCCIÓN CERRADA DE LUXACIÓN TARSO-METATARSIANOS CON FIJACIÓN PERCUTÁNEA
79.7.8.03,REDUCCIÓN CERRADA DE LUXACIÓNES METATARSO-FALÁNGICAS O INTERFALANGICAS EN PIE
79.7.9.01,ESPECIFICADOS REDUCCIÓN CERRADA DE LUXACIÓN DE COLUMNA TORÁCICA O LUMBAR
79.7.9.02,REDUCCIÓN CERRADA DE LUXACIÓN DE SACRO Y CÓCCIX
79.8.1.01,REDUCCIÓN ABIERTA DE LUXACIÓN ACROMIOCLAVICULAR
79.8.1.02,REDUCCIÓN ABIERTA DE LA LUXACIÓN GLENOHUMERAL
79.8.1.03,REDUCCIÓN ABIERTA DE LA LUXACIÓN ESTERNOCLAVICULAR FIJACIÓN DE ESCÁPULA A COSTILLAS [ESCAPULOPEXIA]
79.8.1.06,(TRATAMIENTO DE LA LUXACIÓN CONGÉNITA DE ESCAPULA
79.8.2.01,"AQUELLA POR LUXACIÓN CONGÉNITA O ADQUIRIDA, AGUDA O RECIDIVANTE ENTRE OTRAS CAUSAS REDUCCIÓN ABIERTA DE LUXACIÓN DE LA CABEZA RADIAL"
79.8.3.02,CUPS” CÓDIGO                                   DESCRIPCIÓN REDUCCIÓN DE LUXACIÓN RADIOCUBITAL VÍA ABIERTA
79.8.3.03,REDUCCIÓN ABIERTA DE LUXACIÓN RADIOCUBITAL VÍA
79.8.4.01,REDUCCIÓN CON FIJACIÓN DE LUXACIÓN CARPIANA VÍA ABIERTA
79.8.4.02,REDUCCIÓN CON FIJACIÓN DE LUXACIÓN CARPIANA VÍA ARTROSCÓPICA
79.8.4.03,REDUCCIÓN CON FIJACIÓN DE LUXACIÓN CARPO-METACARPIANA VÍA ABIERTA
79.8.4.04,REDUCCIÓN CON FIJACIÓN DE LUXACIÓN CARPO-METACARPIANA VÍA ARTROSCÓPICA
79.8.4.05,REDUCCIÓN CON FIJACIÓN DE LUXACIÓN METACARPOFALÁNGICA O INTERFALÁNGICA VÍA ABIERTA
79.8.4.06,REDUCCIÓN CON FIJACIÓN DE LUXACIÓN METACARPOFALÁNGICA
79.8.5.01,REDUCCIÓN ABIERTA DE LUXACIÓN CONGÉNITA DE CADERA
79.8.5.02,REDUCCIÓN ABIERTA DE LUXACIÓN TRAUMÁTICA DE CADERA
79.8.6.01,REDUCCIÓN ABIERTA DE LUXACIÓN DE LA RODILLA
79.8.6.02,REDUCCIÓN ABIERTA DE LUXACIÓN DE RÓTULA
79.8.7.01,REDUCCIÓN ABIERTA DE LUXACIÓN DE TOBILLO
79.8.8.01,REDUCCIÓN ABIERTA DE LUXACIÓN TARSO-METATARSIANOS (UNO O MÁS) CON DISPOSITIVO DE FIJACIÓN
79.8.9.01,ESPECIFICADOS REDUCCIÓN ABIERTA DE LUXACIÓN CERVICAL
79.9.1.01,LUXOFRACTURAS EN HOMBRO REDUCCIÓN DE FRACTURAS INTRAARTICULARES Y LUXOFRACTURAS EN HOMBRO
79.9.2.01,LUXOFRACTURAS EN CODO REDUCCIÓN CERRADA DE LUXOFRACTURA RADIOCUBITAL [MONTEGGIA-GALLEAZI]
79.9.2.02,REDUCCIÓN CERRADA DE FRACTURA DE CODO
79.9.2.03,REDUCCIÓN ABIERTA FRACTURA CODO SIN FIJACIÓN INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS)
79.9.2.04,REDUCCIÓN ABIERTA FRACTURA O LUXOFRACTURA CODO CON FIJACIÓN INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS)
79.9.3.01,LUXOFRACTURAS EN MUÑECA REDUCCIÓN ABIERTA Y FIJACIÓN DE LUXOFRACTURA DE BENNET
79.9.3.02,REDUCCIÓN CERRADA Y FIJACIÓN DE LUXOFRACTURA DE BENNET
79.9.4.01,LUXOFRACTURAS EN MANOS Y DEDOS REDUCCIÓN ABIERTA CON FIJACIÓN DE FRACTURA INTRAARTICULAR DE MANO (UNA O MÁS ARTICULACIONES)
79.9.4.02,REDUCCIÓN ABIERTA CON FIJACIÓN DE FRACTURA INTRAARTICULAR DE MANO VÍA ARTROSCÓPICA
79.9.5.01,LUXOFRACTURAS EN CADERA REDUCCIÓN DE FRACTURA INTRAARTICULAR Y LUXOFRACTURA DE CADERA
79.9.5.02,REDUCCIÓN INDIRECTA DE FRACTURA DEL ILÍACO CON FIJACIÓN INTERNA
79.9.5.03,REDUCCIÓN INDIRECTA DE FRACTURA SACROILÍACO CON FIJACIÓN INTERNA
79.9.5.04,REDUCCIÓN INDIRECTA DE FRACTURA EN RAMAS PÚBIS CON FIJACIÓN INTERNA
79.9.5.05,REDUCCIÓN INDIRECTA DE FRACTURA EN SÍNFISIS PÚBICA CON FIJACIÓN INTERNA
79.9.5.06,"REDUCCIÓN INDIRECTA DE FRACTURA EN PELVIS (ACETÁBULO, REBORDE ANTERIOR O POSTERIOR) CON FIJACIÓN INTERNA REDUCCIÓN INDIRECTA DE FRACTURA COMPLEJA EN PELVIS"
79.9.5.07,"(ACETÁBULO, REBORDE ANTERIOR, POSTERIOR Y SUPERIOR) CON FIJACIÓN INTERNA"
79.9.6.01,LUXOFRACTURAS EN RODILLA REDUCCIÓN DE FRACTURAS INTRAARTICULARES Y LUXOFRACTURAS EN RODILLA POR ARTROTOMÍA
79.9.6.02,REDUCCIÓN DE LAS FRACTURAS INTRAARTICULARES DE RODILLA CON FIJACIÓN INTERNA POR ARTROSCOPIA
79.9.7.01,LUXOFRACTURAS EN TOBILLO REDUCCIÓN ABIERTA DE LUXO-FRACTURA TOBILLO SIN FIJACIÓN INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS)
79.9.7.02,REDUCCIÓN CERRADA DE LUXOFRACTURA DE CUELLO DE PIE O TOBILLO
79.9.7.03,REDUCCIÓN ABIERTA CON FIJACIÓN DE LUXO FRACTURA O FRACTURA (UNI O BIMALEOLAR) DE TOBILLO
79.9.7.04,REDUCCIÓN ABIERTA CON FIJACIÓN DE LUXO FRACTURA TRIMALEOLAR DE TOBILLO
79.9.7.10,REDUCCIÓN CON FIJACIÓN DE LAS FRACTURAS DE TOBILLO POR ARTROSCOPIA
79.9.8.03,LUXOFRACTURAS EN PIE Y DEDOS DE PIE REDUCCIÓN ABIERTA DE LUXOFRACTURA CON FIJACIÓN DE HUESOS DEL TARSO (CADA UNO)
79.9.8.04,REDUCCIÓN ABIERTA DE LUXOFRACTURA CON FIJACIÓN DE HUESOS DEL METATARSO (CADA UNO)
79.9.8.05,REDUCCIÓN ABIERTA DE LUXOFRACTURA CON FIJACIÓN DE HALLUX
79.9.8.06,REDUCCIÓN ABIERTA DE LUXOFRACTURA CON FIJACIÓN DE HUESOS SESAMOIDEOS
79.9.8.07,REDUCCIÓN ABIERTA DE LUXOFRACTURA CON FIJACIÓN DE
80.0.1.01,EN HOMBRO POR ARTROTOMÍA EXTRACCIÓN DE DISPOSITIVO IMPLANTADO EN HOMBRO POR ARTROTOMÍA
80.0.1.02,EXTRACCIÓN DE CUERPO EXTRAÑO INTRAARTICULAR EN HOMBRO POR ARTROTOMÍA
80.0.1.03,EXTRACCIÓN DE DISPOSITIVO IMPLANTADO EN HOMBRO VÍA ARTROSCÓPICA
80.0.1.04,EXTRACCIÓN DE CUERPO EXTRAÑO INTRAARTICULAR EN HOMBRO VÍA ARTROSCÓPICA
80.0.2.01,EN CODO POR ARTROTOMÍA EXTRACCIÓN DE DISPOSITIVO IMPLANTADO EN CODO POR ARTROTOMÍA
80.0.2.02,EXTRACCIÓN DE CUERPO EXTRAÑO INTRAARTICULAR EN CODO POR ARTROTOMÍA
80.0.3.01,EN MUÑECA POR ARTROTOMÍA EXTRACCIÓN DE DISPOSITIVO IMPLANTADO EN MUÑECA POR ARTROTOMÍA
80.0.3.02,EXTRACCIÓN DE CUERPO EXTRAÑO INTRAARTICULAR EN MUÑECA POR ARTROTOMÍA
80.0.4.01,EN MANO Y DEDO POR ARTROTOMÍA EXTRACCIÓN DE DISPOSITIVO IMPLANTADO EN MANO Y DEDO POR ARTROTOMÍA
80.0.4.02,EXTRACCIÓN DE CUERPO EXTRAÑO EN ARTICULACIÓN DE MANO POR ARTROTOMÍA
80.0.5.01,EN CADERA POR ARTROTOMÍA EXTRACCIÓN DE DISPOSITIVO IMPLANTADO EN CADERA POR ARTROTOMÍA
80.0.5.02,EXTRACCIÓN DE CUERPO EXTRAÑO INTRAARTICULAR EN CADERA POR ARTROTOMÍA
80.0.6.01,EN RODILLA POR ARTROTOMÍA EXTRACCIÓN DE DISPOSITIVO IMPLANTADO EN RODILLA POR ARTROTOMÍA
80.0.6.02,EXTRACCIÓN DE CUERPO EXTRAÑO INTRAARTICULAR EN RODILLA POR ARTROTOMÍA
80.0.7.01,EN TOBILLO POR ARTROTOMÍA EXTRACCIÓN DE DISPOSITIVO IMPLANTADO EN TOBILLO POR ARTROTOMÍA
80.0.7.02,EXTRACCIÓN DE CUERPO EXTRAÑO INTRAARTICULAR EN TOBILLO POR ARTROTOMÍA
80.0.8.01,EN PIE Y ARTEJOS POR ARTROTOMÍA EXTRACCIÓN DE DISPOSITIVO IMPLANTADO EN PIE Y ARTEJOS POR ARTROTOMÍA
80.0.8.02,EXTRACCIÓN DE CUERPO EXTRAÑO EN PIE O ARTEJOS POR
80.1.1.01,ARTROTOMÍA DE HOMBRO CON EXPLORACIÓN DE ARTICULACIÓN
80.1.2.01,ARTROTOMÍA DE CODO
80.1.3.01,ARTROTOMÍA DE MUÑECA
80.1.4.01,ARTROTOMÍA EN MANO
80.1.5.01,ARTROTOMÍA DE PELVIS
80.1.6.01,ARTROTOMÍA DE RODILLA
80.1.7.01,ARTROTOMÍA DE TOBILLO O CUELLO DE PIE
80.1.8.01,ARTROTOMÍA EN PIE
80.2.1.01,ARTROSCOPIA DIAGNÓSTICA DE HOMBRO
80.2.2.01,ARTROSCOPIA DIAGNÓSTICA DE CODO
80.2.3.01,ARTROSCOPIA DIAGNÓSTICA DE MUÑECA
80.2.4.01,ARTROSCOPIA DIAGNÓSTICA DE FALANGES (UNA O MÁS) DE MANO
80.2.5.01,ARTROSCOPIA DE PELVIS
80.2.5.02,ARTROSCOPIA DE CADERA
80.2.6.01,ARTROSCOPIA DIAGNÓSTICA DE RODILLA
80.2.7.01,ARTROSCOPIA DE TOBILLO
80.2.8.01,ARTROSCOPIA EN PIE O ARTEJOS (CADA UNO)
80.3.1.01,BIOPSIA ARTICULAR DE HOMBRO VÍA ABIERTA
80.3.2.01,BIOPSIA ARTICULAR DE CODO VÍA ABIERTA
80.3.3.01,BIOPSIA ARTICULAR DE MUÑECA VÍA ABIERTA
80.3.4.01,BIOPSIA ARTICULAR EN MANO Y DEDO VÍA ABIERTA
80.3.5.01,BIOPSIA ARTICULAR DE CADERA VÍA ABIERTA
80.3.6.01,BIOPSIA ARTICULAR DE RODILLA VÍA ABIERTA
80.3.7.01,BIOPSIA ARTICULAR DE TOBILLO VÍA ABIERTA
80.3.8.01,BIOPSIA ARTICULAR EN PIE Y ARTEJOS VÍA ABIERTA
80.4.0.01,"CLASIFICADO BAJO OTRO CONCEPTO DIVISIÓN DE CÁPSULA, LIGAMENTO O CARTÍLAGO ARTICULAR"
80.4.0.02,COLOCACIÓN DE DISPOSITIVO INTERESPINOSO O INTERFACETARIO O INTERLAMINAR
80.4.1.01,"HOMBRO AQUELLA POR CAPSULITIS ADHESIVA, OSTEOCONDRITIS DISECANTE ENTRE OTRAS CAUSAS DIVISIÓN DE CÁPSULA, LIGAMENTO O CARTÍLAGO ARTICULAR DE HOMBRO POR ARTROSCOPIA"
80.4.2.01,"CODO DIVISIÓN DE CÁPSULA, LIGAMENTO O CARTÍLAGO ARTICULAR DE CODO"
80.4.3.01,MUÑECA Y MANO CAPSULOTOMÍA METACARPOFALÁNGICA (UNA O MÁS)
80.4.3.02,CAPSULOTOMÍA INTERFALÁNGICA (UNA O MÁS) DESBRIDAMIENTO DE FIBROCARTÍLAGO TRIANGULAR O
80.4.3.03,EXTRACCIÓN DE CUERPO EXTRAÑO EN MUÑECA POR ARTROSCOPIA
80.4.3.04,RESECCIÓN DE LESIÓN EN MUÑECA POR ARTROSCOPIA
80.4.3.10,LIBERACIÓN DE BANDAS CONSTRICTIVAS
80.4.4.01,MANO Y DEDO CAPSULODESIS EN MANO
80.4.5.01,"CADERA DIVISIÓN DE CÁPSULA, LIGAMENTO O CARTÍLAGO ARTICULAR DE CADERA VÍA ABIERTA"
80.4.5.02,"DIVISIÓN DE CÁPSULA, LIGAMENTO O CARTÍLAGO ARTICULAR DE CADERA VÍA ARTROSCÓPICA"
80.4.5.03,RESECCIÓN O PLICATURA DE LIGAMENTO REDONDO VÍA ABIERTA
80.4.5.04,RESECCIÓN O PLICATURA DE LIGAMENTO REDONDO VÍA ARTROSCÓPICA
80.4.6.01,"RODILLA DIVISIÓN DE CÁPSULA, LIGAMENTO O CARTÍLAGO ARTICULAR DE RODILLA"
80.4.7.01,"TOBILLO DIVISIÓN DE CÁPSULA, LIGAMENTO O CARTÍLAGO ARTICULAR DE TOBILLO POR ARTROSCOPIA"
80.4.8.02,PIE Y ARTEJOS CORRECCIÓN DE VARO METATARSIANO O PIE ADUCTO [HEYMAN- HERNDON-STRONG]
80.4.8.03,LIBERACIÓN DE PIE TALO [GOLDNER]
80.5.1.06,INTERVERTEBRAL ESCISIÓN DE DISCO INTERVERTEBRAL EN SEGMENTO CERVICAL VÍA ANTERIOR ABIERTA
80.5.1.07,CUPS” CÓDIGO                                 DESCRIPCIÓN ESCISIÓN DE DISCO INTERVERTEBRAL EN SEGMENTO CERVICAL VÍA ANTERIOR PERCUTÁNEO
80.5.1.08,ESCISIÓN DE DISCO INTERVERTEBRAL EN SEGMENTO CERVICAL VÍA ANTERIOR ENDOSCÓPICA
80.5.1.09,ESCISIÓN DE DISCO INTERVERTEBRAL EN SEGMENTO CERVICAL VÍA POSTERIOR ABIERTA
80.5.1.11,ESCISIÓN DE DISCO INTERVERTEBRAL EN SEGMENTO CERVICAL VÍA POSTERIOR PERCUTÁNEO
80.5.1.12,ESCISIÓN DE DISCO INTERVERTEBRAL EN SEGMENTO CERVICAL VÍA POSTERIOR ENDOSCÓPICA
80.5.1.15,ESCISIÓN DE DISCO INTERVERTEBRAL EN SEGMENTO TORÁCICO VÍA ANTERIOR O LATERAL ABIERTA
80.5.1.16,ESCISIÓN DE DISCO INTERVERTEBRAL EN SEGMENTO TORÁCICO VÍA ANTERIOR O LATERAL PERCUTÁNEA
80.5.1.17,ESCISIÓN DE DISCO INTERVERTEBRAL EN SEGMENTO TORÁCICO VÍA ANTERIOR O LATERAL ENDOSCÓPICA
80.5.1.18,ESCISIÓN DE DISCO INTERVERTEBRAL EN SEGMENTO TORÁCICO VÍA POSTERIOR ABIERTA
80.5.1.19,ESCISIÓN DE DISCO INTERVERTEBRAL EN SEGMENTO TORÁCICO VÍA POSTERIOR PERCUTÁNEA
80.5.1.20,ESCISIÓN DE DISCO INTERVERTEBRAL EN SEGMENTO TORÁCICO VÍA POSTERIOR ENDOSCÓPICA
80.5.1.24,ESCISIÓN DE DISCO INTERVERTEBRAL EN SEGMENTO LUMBAR VÍA ANTERIOR O LATERAL ABIERTA
80.5.1.26,ESCISIÓN DE DISCO INTERVERTEBRAL EN SEGMENTO LUMBAR VÍA ANTERIOR O LATERAL PERCUTÁNEA
80.5.1.27,ESCISIÓN DE DISCO INTERVERTEBRAL EN SEGMENTO LUMBAR VÍA ANTERIOR O LATERAL ENDOSCÓPICA
80.5.1.28,ESCISIÓN DE DISCO INTERVERTEBRAL EN SEGMENTO LUMBAR VÍA POSTERIOR ABIERTA
80.5.1.29,ESCISIÓN DE DISCO INTERVERTEBRAL EN SEGMENTO LUMBAR VÍA POSTERIOR PERCUTÁNEA
80.5.1.30,ESCISIÓN DE DISCO INTERVERTEBRAL EN SEGMENTO LUMBAR VÍA
