codigo,descripcion,uvr,valor,capitulo,ref
911004,"ANTICUERPOS IRREGULARES, DETECCIÓN [RASTREO O RAI] EN TUBO",,33130,ARTICULO 19,1935615
911005,"ANTICUERPOS IRREGULARES, IDENTIFICACIÓN [D, KELL, DUFFY, KIDD Y OTROS] POR",,33130,ARTICULO 19,1935615
906406,ANTICUERPOS NUCLEARES EXTRACTABLES TOTALES [ENA] SS-A [Ro] SS-B [La] RNP Y Sm,,56330,ARTICULO 19,1935330
905304,"ANTIDEPRESIVOS TRICÍCLICOS, SEMICUANTITATIVO POR INMUNOENSAYO O",,28245,ARTICULO 19,1933300
906001,ANTIESTREPTOLISINA “O” CUANTITATIVA POR NEFELOMETRÍA,,29625,ARTICULO 19,1935300
906002,ANTIESTREPTOLISINA “O” CUANTITATIVA POR TITULACIÓN,,5890,ARTICULO 19,1915310
906603,ANTÍGENO CARCINOEMBRIONARIO [ACE-CEA],,27215,ARTICULO 19,1934520
906604,ANTÍGENO DE CÁNCER DE MAMA [CA 15-3],,42605,ARTICULO 19,1934540
906605,ANTÍGENO DE CÁNCER DE OVARIO [CA 125],,42605,ARTICULO 19,1934530
906606,ANTÍGENO DE CÁNCER DE TUBO DIGESTIVO [CA 19-9],,42605,ARTICULO 19,1934550
906610,ANTÍGENO ESPECÍFICO DE PROSTATA [PSA],,42605,ARTICULO 19,1934560
906611,"ANTÍGENO ESPECÍFICO DE PROSTATA, FRACCIÓN LIBRE",,42605,ARTICULO 19,1934563
906612,"ANTÍGENO ESPECÍFICO DE PROSTATA, VELOCIDAD DE CAMBIO, 2 MUESTRAS",,71940,ARTICULO 19,1934565
906613,ANTÍGENO POLIPÉPTIDO DE TEJIDO O ANTÍGENO DE PROLIFERACION CELULAR [TPA-,,58855,ARTICULO 19,1934568
906303,"ANTÍGENOS BACTERIANOS EN L.C.R, SANGRE U OTRA MUESTRA, PRUEBA DIRECTA",,44550,ARTICULO 19,1935320
906304,ANTÍGENOS FEBRILES [VIDAL O WEIL FELIX],,16050,ARTICULO 19,1916500
902006,ANTITROMBINA III POR COAGULACIÓN,,44500,ARTICULO 19,1931040
902007,ANTITROMBINA III POR CROMÓGENOS,,44500,ARTICULO 19,1931050
902008,ANTITROMBINA III POR IDR,,16095,ARTICULO 19,1921060
902009,ANTITROMBINA III POR NEFELOMETRÍA,,32680,ARTICULO 19,1931070
903411,APOLIPOPROTEÍNAS A1 POR NEFELOMETRÍA,,17145,ARTICULO 19,1932240
903412,APOLIPOPROTEÍNAS B POR NEFELOMETRÍA,,17580,ARTICULO 19,1932250
906305,"ARBOVIRUS, ANTÍGENO",,32230,ARTICULO 19,1935346
908702,"ARILSULFATASA A, EN LEUCOCITOS",,35385,ARTICULO 19,1932253
908703,"ARILSULFATASA A, EN SUERO",,23990,ARTICULO 19,1932255
905709,ARSÉNICO EN ORINA O SANGRE POR ABSORCIÓN ATÓMICA,,10760,ARTICULO 19,1933310
906102,"Aspergillus, ANTICUERPOS POR LÁTEX",,45585,ARTICULO 19,1935350
905711,"ATROPÍNICOS, SEMICUANTITATIVO POR CROMATOGRAFÍA DE CAPA FINA",,14425,ARTICULO 19,1933436
908201,AZUCARES POR CROMATOGRAFIA,,15635,ARTICULO 19,1932263
907001,AZUCARES REDUCTORES EN HECES,,3415,ARTICULO 19,1917310
903808,BALANCE NITROGENADO [ÍNDICE CATABÓLICO],,10900,ARTICULO 19,1932265
905204,"BARBITÚRICOS, SEMICUANTITATIVO POR INMUNOENSAYO",,11620,ARTICULO 19,1933320
905306,"BENZODIACEPINAS, SEMICUANTITATIVA POR CROMATOGRAFÍA DE CAPA DELGADA E",,21150,ARTICULO 19,1933457
E19163,BETA 2 MACROGLOBULINA,,13380,ARTICULO 19,M19163
906620,BETA 2 MICROGLOBULINA EN CUALQUIER MUESTRA,,28395,ARTICULO 19,1932270
908503,"BETA GALACTOCIDASA, EN LEUCOCITOS Y SUERO",,36900,ARTICULO 19,1932273
908704,"BETA GLUCORONIDASA, EN LEUCOCITOS",,36900,ARTICULO 19,1932257
901301,"BETA LACTAMASA, PRUEBA DE PENICILINASA",,9250,ARTICULO 19,1926750
903809,BILIRRUBINAS TOTAL Y DIRECTA,,5025,ARTICULO 19,1912280
905713,"BIPIRIDILO, SEMICUANTITATIVA POR COLORIMETRIA",,12920,ARTICULO 19,1933576
906103,"Blastomyces, ANTICUERPOS",,45585,ARTICULO 19,1935360
906306,"Bordetella pertusis, ANTÍGENO",,32695,ARTICULO 19,1935365
901202,"Bordetella pertusis, CULTIVO",,30720,ARTICULO 19,1936760
906008,"Borrelia burgdorferi, ANTICUERPOS Ig G -ENFERMEDAD DE LYME-",,27350,ARTICULO 19,1935370
906010,"Brucella abortus, ANTICUERPOS Ig G",,7375,ARTICULO 19,1925380
901203,"Brucella, CULTIVO",,30720,ARTICULO 19,1936770
906012,"Brucella, PRUEBA DE BANQ EN PLACA",,16015,ARTICULO 19,1925375
906013,"Brucella, PRUEBA DE BANQ EN TUBO",,26515,ARTICULO 19,1925378
905715,"CAFEÍNA, SEMICUANTITATIVA POR INMUNOENSAYO Y CROMATOGRAFÍA DE CAPA",,13030,ARTICULO 19,1933338
903603,CALCIO ABSORCIÓN ATÓMICA,,20835,ARTICULO 19,1932300
903811,CALCIO EN ORINA DE 24 H POR COLORIMETRÍA,,3310,ARTICULO 19,1924670
903604,CALCIO IONICO,,32695,ARTICULO 19,1932305
903810,CALCIO POR COLORIMETRÍA,,3450,ARTICULO 19,1922290
906621,CALCITONINA,,33570,ARTICULO 19,1933740
903004,"CÁLCULO BILIAR, ANÁLISIS FÍSICO-QUÍMICO CUANTITATIVO",,7645,ARTICULO 19,1932310
903005,"CÁLCULO RENAL, ANÁLISIS FÍSICO-QUÍMICO CUANTITATIVO",,7645,ARTICULO 19,1932310
906802,CAMPO OSCURO PARA CUALQUIER MUESTRA,,12540,ARTICULO 19,1936775
906015,"Campylobacter jejuni, ANTICUERPOS Ig M",,45780,ARTICULO 19,1935385
905717,"CANNABINOIDES, SEMICUANTITATIVA POR CROMATOGRAFÍA DE CAPA FINA O",,14425,ARTICULO 19,1933436
903812,CAPACIDAD DE COMBINACION DEL HIERRO [TIBC],,13205,ARTICULO 19,1922320
905718,"CARBAMATOS, CUANTITATIVA POR CROMATOGRAFIA LÍQUIDA EN ORINA",,28340,ARTICULO 19,1933345
905719,"CARBAMATOS, SEMICUANTITATIVA POR CROMATOGRAFIA DE CAPA DELGADA EN",,28340,ARTICULO 19,1933345
905207,"CARBAMAZEPINA, SEMICUANTITATIVA POR INMUNOENSAYO O CROMATOGRAFÍA DE",,20505,ARTICULO 19,1933350
908202,"CARBOHIDRATOS [MONO Y DISACARIDOS] CUALITATIVO, EN ORINA",,15200,ARTICULO 19,1932690
908203,"CARBOHIDRATOS POR BENEDICT, SELLIWANOFF O GLUCOSA OXIDASA EN ORINA",,10420,ARTICULO 19,1932335
906408,"CARDIOLIPINA, ANTICUERPOS Ig G POR EIA",,32225,ARTICULO 19,1935420
906409,"CARDIOLIPINA, ANTICUERPOS Ig M ó Ig A POR EIA",,32285,ARTICULO 19,1935430
903006,CAROTENOS,,8290,ARTICULO 19,1932340
903007,CATECOLAMINAS FRACCIONADAS O DIFERENCIADAS [ADRENALINA O EPINEFRINA Y NORADRENALINA O NOREPINEFRINA] EN ORINA DE 24 H,,45585,ARTICULO 19,1934690
903008,CATECOLAMINAS FRACCIONADAS O DIFERENCIADAS [ADRENALINA O EPINEFRINA Y,,45585,ARTICULO 19,1934690
902101,CÉLULAS L.E.,,5575,ARTICULO 19,1921080
906411,"CÉLULAS PARIETALES, ANTICUERPOS",,21300,ARTICULO 19,1935030
906412,"CEMENTO INTERCELULAR, ANTICUERPOS",,25835,ARTICULO 19,1935040
906413,"CENTRÓMERO, ANTICUERPOS POR IFI",,36230,ARTICULO 19,M19085
903416,CERULOPLASMINA POR IDR,,12060,ARTICULO 19,1932350
903417,CERULOPLASMINA POR NEFELOMETRÍA,,32680,ARTICULO 19,1932360
904804,CETOESTEROIDES 17,,11945,ARTICULO 19,1933760
906018,"Chlamydia trachomatis, ANTICUERPOS Ig A",,37995,ARTICULO 19,1935450
906019,"Chlamydia trachomatis, ANTICUERPOS Ig G",,37995,ARTICULO 19,1935450
906020,"Chlamydia trachomatis, ANTICUERPOS Ig M",,37995,ARTICULO 19,1935450
906021,"Chlamydia trachomatis, ANTICUERPOS TOTALES",,37995,ARTICULO 19,1935450
906307,"Chlamydia trachomatis, ANTÍGENO POR EIA",,37995,ARTICULO 19,1925460
906308,"Chlamydia trachomatis, ANTÍGENO POR IFD",,17810,ARTICULO 19,1925470
905721,"CIANUROS, SEMICUANTITATIVO POR COLORIMETRÍA",,10965,ARTICULO 19,1933360
905502,CICLOSPORINA A Y METABOLITOS,,56630,ARTICULO 19,1933370
906107,"Cisticerco, ANTICUERPOS Ig G POR EIA",,44235,ARTICULO 19,1935485
906109,"Cisticerco, ANTICUERPOS TOTALES",,18930,ARTICULO 19,1935480
906205,"Citomegalovirus, ANTICUERPOS Ig G [CMV-G] POR EIA",,17000,ARTICULO 19,1925490
906206,"Citomegalovirus, ANTICUERPOS Ig M [CMV-M] POR EIA",,17640,ARTICULO 19,1925500
906414,"CITOPLASMA DE NEUTRÓFILOS, ANTICUERPOS TOTALES [C-ANCA O P-ANCA] POR EIA",,55875,ARTICULO 19,1935050
906415,"CITOPLASMA DE NEUTRÓFILOS, ANTICUERPOS TOTALES [C-ANCA O P-ANCA] POR IFI",,55875,ARTICULO 19,1935050
M19217,CLASIFICACIÓN INMUNOLÓGICA DE LEUCEMIA,,171780,ARTICULO 19,1935510
M19218,CLASIFICACIÓN INMUNOLÓGICA DE LINFOMA,,236945,ARTICULO 19,1936167
903813,CLORO [CLORURO],,2870,ARTICULO 19,1932380
903814,CLORO [CLORURO] EN ORINA DE 24 H,,2755,ARTICULO 19,1934730
905307,CLORPROMAZINA,,13030,ARTICULO 19,1933385
901204,"Clostridium botulinum, CULTIVO",,30720,ARTICULO 19,1936790
901401,"Clostridium, TOXINA (113)",,22810,ARTICULO 19,1935520
905725,"COCAÍNA, METABOLITOS EN ORINA",,14425,ARTICULO 19,1933436
905726,"COCAÍNA, SEMICUANTITATIVA POR INMUNOENSAYO O CROMATOGRAFÍA DE CAPA",,14425,ARTICULO 19,1933436
906111,"Coccidioides, ANTICUERPOS",,15290,ARTICULO 19,1935540
903815,COLESTEROL DE ALTA DENSIDAD [HDL],,5515,ARTICULO 19,1922410
903816,COLESTEROL DE BAJA DENSIDAD [LDL] ENZIMÁTICO,,5515,ARTICULO 19,1922420
903817,COLESTEROL DE BAJA DENSIDAD [LDL] INMUNOLÓGICO DIRECTO,,23985,ARTICULO 19,1932425
903818,COLESTEROL TOTAL,,4415,ARTICULO 19,1912430
903418,COLIGLICINA,,36580,ARTICULO 19,1932440
903419,COLINESTERASA EN ERITROCITOS [VERDADERA O ACETILCOLINESTERASA],,11945,ARTICULO 19,1932020
903420,COLINESTERASA SÉRICA [SEUDOCOLINESTERASA],,13055,ARTICULO 19,M19833
901104,COLORACIÓN AZUL DE METILENO Y LECTURA PARA CUALQUIER MUESTRA,,4785,ARTICULO 19,1917320
901102,COLORACIÓN ÁCIDO ALCOHOL RESISTENTE MODIFICADA Y LECTURA,,8355,ARTICULO 19,1926970
901103,COLORACIÓN ALBERT [LOEFFLER] Y LECTURA,,2865,ARTICULO 19,1926728
901107,COLORACIÓN GRAM Y LECTURA PARA CUALQUIER MUESTRA,,2980,ARTICULO 19,1916800
901101,COLORACIÓN PARA ACIDO ALCOHOL RESISTENTE [ZIELH-NIELSEN] Y LECTURA O,,5835,ARTICULO 19,1917110
901109,COLORACIÓN TINTA CHINA Y LECTURA,,11440,ARTICULO 19,1936908
M19249,"COLORACIONES INMUNO-CITO E HISTOQUÍMICAS (PEROXIDASA, OTRAS)",,30720,ARTICULO 19,1931130
906805,COMPLEJOS INMUNES CIRCULANTES,,46465,ARTICULO 19,1935550
906806,COMPLEMENTO C1Q INHIBIDOR,,32075,ARTICULO 19,1935555
906904,COMPLEMENTO HEMOLÍTICO AL 50% CH 50,,21300,ARTICULO 19,1925600
906905,COMPLEMENTO SERICO C3 CUANTITATIVO POR IDR,,15495,ARTICULO 19,1925560
906906,COMPLEMENTO SERICO C3 CUANTITATIVO POR NEFELOMETRÍA,,26710,ARTICULO 19,1925570
906907,COMPLEMENTO SERICO C4 CUANTITATIVO POR IDR,,14890,ARTICULO 19,1925580
906908,COMPLEMENTO SERICO C4 CUANTITATIVO POR NEFELOMETRÍA,,26710,ARTICULO 19,1925590
911008,"COOMBS DIRECTO FRACCIONADO [MONOESPECÍFICO Ig A, Ig G E Ig M] EN TUBO",,14850,ARTICULO 19,1935612
902201,"COOMBS DIRECTO, PRUEBA CUALITATIVA",,10165,ARTICULO 19,1925610
902202,"COOMBS INDIRECTO, PRUEBA CUALITATIVA",,5875,ARTICULO 19,1925620
902203,"COOMBS INDIRECTO, PRUEBA CUANTITATIVA",,33130,ARTICULO 19,1935615
901206,COPROCULTIVO,,6360,ARTICULO 19,1926850
907002,COPROLÓGICO,,2980,ARTICULO 19,1917330
907003,COPROLÓGICO POR CONCENTRACIÓN,,4635,ARTICULO 19,1917340
903421,COPROPORFIRINAS EN ORINA DE 24 H,,9255,ARTICULO 19,1934750
903422,COPROPORFIRINAS EN ORINA DE 24 H POR CROMATOGRAFÍA,,33175,ARTICULO 19,1934755
907004,COPROSCÓPICO (118) (118),,8355,ARTICULO 19,1917345
904805,CORTISOL,,21300,ARTICULO 19,1933770
904806,CORTISOL [DOS MUESTRAS -AM/PM-],,65345,ARTICULO 19,1933780
904807,CORTISOL LIBRE EN ORINA DE 24 H,,21300,ARTICULO 19,1934760
904301,CORTISOL PRE Y POST ESTIMULACIÓN (417) Tarifa por muestra (417),,31335,ARTICULO 19,1933790
904302,CORTISOL PRE Y POSTSUPRESIÓN CON DEXAMETASONA (417),,31335,ARTICULO 19,1933820
904303,"CORTISOL Y GLUCOSA, PRE Y POST INSULINA",,37535,ARTICULO 19,1933800
901207,"Corynebacterium difteriae, CULTIVO",,30720,ARTICULO 19,1936810
903819,CREATIN QUINASA [FRACCIÓN MB] POR ESPECTOFOTOMETRÍA,,10440,ARTICULO 19,1932470
903820,CREATIN QUINASA [FRACCIÓN MB] POR MÉTODO INMUNOLÓGICO,,30520,ARTICULO 19,1932475
903821,CREATIN QUINASA TOTAL CK- CPK,,7460,ARTICULO 19,1932480
903822,CREATINA,,5170,ARTICULO 19,1922490
903823,CREATININA DEPURACIÓN,,7065,ARTICULO 19,1912520
903824,CREATININA EN ORINA DE 24 H,,3125,ARTICULO 19,1914770
903825,"CREATININA EN SUERO, ORINA U OTROS",,3095,ARTICULO 19,1912500
E30109,CRIOFRIBRINÓGENO,,13780,ARTICULO 19,1935640
906909,CRIOGLOBULINAS,,4560,ARTICULO 19,1925650
906112,"Cryptococcus neoformans, ANTICUERPOS POR LÁTEX",,12260,ARTICULO 19,1935660
906314,"Cryptococcus neoformans, ANTÍGENO",,29315,ARTICULO 19,1935670
901208,"Cryptococcus neoformans, CULTIVO",,13595,ARTICULO 19,M19301
903826,CUERPOS CETÓNICOS O CETÓNAS EN ORINA (114) BETAHIDROXIBUTIRATO] por separado (114),,2785,ARTICULO 19,1914780
903827,CUERPOS CETÓNICOS O CETÓNAS EN SANGRE (114),,2785,ARTICULO 19,1914780
902102,"CUERPOS DE HEINZ, PRUEBA DIRECTA",,4355,ARTICULO 19,1921150
902103,"CUERPOS DE HEINZ, PRUEBA INDUCIDA POR FENILHIDRAZINA",,22810,ARTICULO 19,1931140
901209,"CULTIVO DE LÍQUIDOS CORPORALES: BILIS, L.C.R, PERITONEAL, PLEURAL, ASCÍTICO",,12440,ARTICULO 19,1926880
906701,CULTIVO MIXTO DE LINFOCITOS,,217990,ARTICULO 19,1935675
901211,CULTIVO PARA HONGOS EN MÉDULA ÓSEA (110) EXCLUYE: la toma de muestra (110),,45585,ARTICULO 19,1937060
901212,CULTIVO PARA HONGOS MICOSIS PROFUNDA,,44500,ARTICULO 19,1937000
901213,CULTIVO PARA HONGOS MICOSIS SUPERFICIAL,,11365,ARTICULO 19,1927010
901214,CULTIVO PARA MICOBACTERIAS EN MÉDULA ÓSEA (110),,35605,ARTICULO 19,1937070
901215,CULTIVO PARA MICROORGANISMOS AEROBIOS EN MÉDULA ÓSEA (110),,26715,ARTICULO 19,1937040
901218,CULTIVO PARA MICROORGANISMOS ANAEROBIOS DE CUALQUIER MUESTRA,,25670,ARTICULO 19,1936900
901216,CULTIVO PARA MICROORGANISMOS ANAEROBIOS EN MÉDULA ÓSEA (110),,35605,ARTICULO 19,1937050
901217,CULTIVO PARA MICROORGANISMOS EN CUALQUIER MUESTRA DIFERENTE A MEDULA,,14115,ARTICULO 19,1936835
903423,"D- XILOSA, PRUEBA DE ABSORCIÓN",,24645,ARTICULO 19,1932990
904809,DEHIDROEPIANDROSTERONA SULFATO [EPIANDROSTERONA -DHEA-SO4],,27440,ARTICULO 19,1933850
904808,DEHIDROEPINANDROSTERONA,,35385,ARTICULO 19,1933432
906207,"Dengue, ANTICUERPOS Ig G",,29975,ARTICULO 19,1935475
906208,"Dengue, ANTICUERPOS Ig M",,29975,ARTICULO 19,1935478
906209,"Dengue, ANTICUERPOS TOTALES",,33435,ARTICULO 19,1935680
903011,DEOXIPIRIDINOLINA,,57225,ARTICULO 19,1932518
903424,DESHIDROGENASA HIDROXIBUTÍRICA [HBDH],,21325,ARTICULO 19,M19328
903828,DESHIDROGENASA LÁCTICA [LDH],,5750,ARTICULO 19,1922530
903829,"DESHIDROGENASA LÁCTICA, ISOENZIMAS",,61220,ARTICULO 19,1932570
905602,"DIGITOXINA, SEMICUANTITATIVA POR INMUNOENSAYO O CROMATOGRAFÍA DE CAPA",,15290,ARTICULO 19,1933420
905605,"DIGOXINA, SEMICUANTITATIVA POR INMUNOENSAYO O CROMATOGRAFÍA DE CAPA",,19160,ARTICULO 19,1933430
902010,DILUCIONES DE TIEMPO DE PROTROMBINA [PT],,31465,ARTICULO 19,1921160
902011,DILUCIONES DE TIEMPO DE TROMBOPLASTINA PARCIAL [PTT],,31465,ARTICULO 19,1911170
902104,DÍMERO D POR EIA,,29625,ARTICULO 19,1931180
902105,DÍMERO D POR LÁTEX,,17265,ARTICULO 19,1921190
903012,DIOXIDO DE CARBÓN,,11225,ARTICULO 19,1922540
E19340,DISOPIRAMIDA,,13030,ARTICULO 19,1933438
906417,"DNA n, ANTICUERPOS POR EIA",,15090,ARTICULO 19,1935070
906418,"DNA n, ANTICUERPOS POR IFI",,26595,ARTICULO 19,1935060
905727,DROGAS DE ABUSO NCOC,,14425,ARTICULO 19,1933436
E19351,"Echinocoquiasis, DETERMINACION DE AC",,14035,ARTICULO 19,M19351
E19352,ELASTASA,,19260,ARTICULO 19,M19352
906807,ELECTROFORESIS DE AMINOACIDOS EN ORINA,,43415,ARTICULO 19,1932560
906808,ELECTROFORESIS DE HEMOGLOBINA EN MEDIO ÁCIDO,,39515,ARTICULO 19,1932550
906809,ELECTROFORESIS DE HEMOGLOBINA EN MEDIO ALCALINO,,33495,ARTICULO 19,1932555
906810,ELECTROFORESIS DE LIPOPROTEÍNAS,,10655,ARTICULO 19,1932580
906811,ELECTROFORESIS DE PROTEÍNAS DE LCR [DETECCIÓN DE BANDAS OLIGOCLONALES],,19315,ARTICULO 19,1932590
906812,ELECTROFORESIS DE PROTEÍNAS EN CUALQUIER LÍQUIDO INCLUIDO SUERO Y ORINA,,25915,ARTICULO 19,1932620
906113,"Entamoeba histolítica, ANTICUERPOS POR EIA",,5525,ARTICULO 19,1935020
906210,"Enterovirus, ANTICUERPOS",,16605,ARTICULO 19,1935685
906212,"Epstein-barr, ANTICUERPOS Ig G [CÁPSULA EB-VCA-G] POR EIA",,39640,ARTICULO 19,1935690
906213,"Epstein-barr, ANTICUERPOS Ig G [NUCLEARES EBNA-G] POR EIA",,39640,ARTICULO 19,1935700
906214,"Epstein-barr, ANTICUERPOS Ig G [TEMPRANOS G] POR EIA",,45585,ARTICULO 19,1935710
906215,"Epstein-barr, ANTICUERPOS Ig M [CÁPSULA EB-VCA-M] POR EIA",,39640,ARTICULO 19,1935720
906216,"Epstein-barr, ANTICUERPOS Ig M [NUCLEARES EBNA-M] POR EIA",,39640,ARTICULO 19,1935730
906217,"Epstein-barr, ANTICUERPOS Ig M [TEMPRANOS M] POR EIA",,39640,ARTICULO 19,1935740
902106,ERITROPOYETINA,,60780,ARTICULO 19,1933860
902204,ERITROSEDIMENTACIÓN [VELOCIDAD SEDIMENTACIÓN GLOBULAR - VSG],,1440,ARTICULO 19,1911210
902205,ERITROSEDIMENTACIÓN [VELOCIDAD SEDIMENTACIÓN GLOBULAR - VSG],,1440,ARTICULO 19,1911210
901303,"Escherichia coli ENTEROPATÓGENA, EN MATERIA FECAL POR SEROTIPIFICACIÓN",,18730,ARTICULO 19,1925775
906419,"ESPERMA O ESPERMATOZIODES, ANTICUERPOS POR CITOMETRÍA DE FLUJO",,36520,ARTICULO 19,1935075
906420,"ESPERMA O ESPERMATOZIODES, ANTICUERPOS POR EIA",,22740,ARTICULO 19,1935076
907201,ESPERMOGRAMA BÁSICO (230),,12965,ARTICULO 19,1921220
903013,ESPERMOGRAMA CON BIOQUÍMICA (231),,24645,ARTICULO 19,1932630
903014,"ESTERASA PANCREÁTICA, ENZIMA ALFA NAFTIL-BUTIRATO",,17845,ARTICULO 19,M19375
903015,"ESTERASA PANCREÁTICA, ENZIMA ALFA NAFTIL-CLORACETATO",,17845,ARTICULO 19,M19376
904503,ESTRADIOL,,24645,ARTICULO 19,1933870
904401,ESTRADIOL PRE Y POST GONADOTROPINA CORIÓNICA,,111170,ARTICULO 19,1933875
E19381,ESTREPTOMICINA,,14145,ARTICULO 19,1933444
905729,"ESTRIGNINA, SEMICUANTITATIVA POR CROMATOGRAFÍA DE CAPA FINA",,13575,ARTICULO 19,1933447
904504,ESTRIOL,,24430,ARTICULO 19,1933880
904506,ESTRÓGENOS [ESTRADIOL 17 BETA],,13990,ARTICULO 19,1933890
901304,EXAMEN DIRECTO FRESCO DE CUALQUIER MUESTRA,,6450,ARTICULO 19,1916907
901305,EXAMEN DIRECTO PARA HONGOS [KOH],,3095,ARTICULO 19,1917020
902206,"EXTENDIDO DE SANGRE PERIFÉRICA, ESTUDIO DE MORFOLOGÍA",,3480,ARTICULO 19,1911230
904101,FACTOR I DE CRECIMIENTO SIMILAR A LA INSULINA [SOMATOMEDINA C],,40590,ARTICULO 19,1934290
902012,"FACTOR II DE LA COAGULACIÓN, CUANTIFICACIÓN [PROTROMBINA]",,2185,ARTICULO 19,1931250
902015,FACTOR III PLAQUETARIO,,15230,ARTICULO 19,M19393
906813,"FACTOR INTRÍNSECO, ANTICUERPOS",,30400,ARTICULO 19,1935760
902014,FACTOR IX DE LA COAGULACIÓN [CHRISTMAS O PTC],,13910,ARTICULO 19,1931290
906910,FACTOR REMATOIDEO [R.A.] CUANTITATIVO POR NEFELOMETRÍA,,30510,ARTICULO 19,1935770
906911,FACTOR REMATOIDEO [R.A.] SEMICUANTITATIVO POR LÁTEX,,4820,ARTICULO 19,1915780
902016,FACTOR V DE LA COAGUALCIÓN [LÁBIL O PROACELERINA],,13910,ARTICULO 19,1931260
902017,FACTOR VII DE LA COAGULACIÓN [ESTABLE O PROCONVERTINA],,13910,ARTICULO 19,1931270
902018,FACTOR VIII DE LA COAGULACIÓN,,13910,ARTICULO 19,1931280
902019,FACTOR VON WILLEBRAND,,44500,ARTICULO 19,1931340
902020,FACTOR X [STUART POWER],,13910,ARTICULO 19,1931300
902021,FACTOR XI [PTA],,13910,ARTICULO 19,1931310
902022,"FACTOR XII [FACTOR DE HAGEMAN, DE CONTACTO]",,13910,ARTICULO 19,1931320
902023,"FACTOR XIII [FSF, FACTOR ESTABILIZANTE DE LA FIBRINA O TIEMPO DE LISIS",,13910,ARTICULO 19,1931330
906814,"FAGOCITOSIS, ESTUDIO (CITOMETRIA DE FLUJO)",,43600,ARTICULO 19,1935785
905308,FENCICLIDINA,,11750,ARTICULO 19,M19424
908109,"FENILALANINA, CUANTITATIVA EN ORINA O SANGRE",,4840,ARTICULO 19,1934790
905210,FENITOÍNA LIBRE,,32680,ARTICULO 19,1933450
905213,"FENITOÍNA TOTAL, SEMICUANTITATIVO POR INMUNOENSAYO O CROMATOGRAFÍA DE",,22370,ARTICULO 19,1933460
905216,"FENOBARBITAL, SEMICUANTITATIVO POR INMUNOENSAYO O CROMATOGRAFÍA DE",,22370,ARTICULO 19,1933470
905310,"FENOTIAZINAS EN SUERO, ORINA Y LAVADO GASTRÍCO, SEMICUANTITATIVA POR",,12800,ARTICULO 19,1933480
911014,"FENOTIPAGE, FACTOR Rh [C, c, E, e] EN LAMINA O TUBO",,12585,ARTICULO 19,1916520
911013,"FENOTIPAGE, FACTOR Rh [C, c, E, e] POR MICROTÉCNICA",,12585,ARTICULO 19,1916520
903016,FERRITINA,,16145,ARTICULO 19,1932640
E19437,FIBRINA,,4570,ARTICULO 19,M19437
902024,"FIBRINOGENO, COAGULACIÓN",,5855,ARTICULO 19,1921350
E19443,FIBRINOLISINAS,,3330,ARTICULO 19,1931360
903830,FOSFATASA ACIDA,,3930,ARTICULO 19,1922650
M19449,FOSFATASA ÁCIDA DETERMINACIÓN EN LEUCOCITOS,,30720,ARTICULO 19,1931100
903832,"FOSFATASA ACIDA, FRACCIÓN PROSTÁTICA POR EIA/RIA",,16790,ARTICULO 19,1924570
903833,FOSFATASA ALCALINA,,3805,ARTICULO 19,1922660
M19455,FOSFATASA ALCALINA DETERMINACIÓN EN LEUCOCITOS,,13675,ARTICULO 19,1931110
903834,FOSFATASA ALCALINA ESPECÍFICA DE HUESO,,45780,ARTICULO 19,1932665
906422,"FOSFOLÍPIDOS, ANTICUERPOS Ig G POR EIA (117)",,89010,ARTICULO 19,1935400
906423,"FOSFOLÍPIDOS, ANTICUERPOS Ig M POR EIA (117)",,89010,ARTICULO 19,1935400
903835,FÓSFORO INORGÁNICO [FOSFATOS],,3900,ARTICULO 19,1922670
903836,FÓSFORO INORGÁNICO [FOSFATOS] EN ORINA DE 24 H,,7915,ARTICULO 19,1924800
903837,FRACCIÓN EXCRETADA DE SODIO [FENA],,30400,ARTICULO 19,1932680
902107,FRAGILIDAD OSMÓTICA DE ERITROCITOS,,3660,ARTICULO 19,1921370
907005,FROTIS RECTAL [IDENTIFICACIÓN DE TROFOZOITOS],,3125,ARTICULO 19,1917360
903425,FRUCTOSAMINA,,8370,ARTICULO 19,1922700
903301,GALACTOSA,,7920,ARTICULO 19,1932705
908302,"GALACTOSA, CURVA DE TOLERANCIA",,18465,ARTICULO 19,1932515
903838,GAMMA GLUTAMIL TRANSFERASA [GGT],,9760,ARTICULO 19,1922710
906116,"Gardia lamblia, ANTICUERPOS Ig G",,53185,ARTICULO 19,1935790
903839,GASES ARTERIALES (EN REPOSO O EN EJERCICIO),,12690,ARTICULO 19,1932720
906624,GASTRINA,,28945,ARTICULO 19,1933900
905405,"GENTAMICINA, SEMICUANTITATIVA POR INMUNOENSAYO",,18505,ARTICULO 19,1933490
904901,GLOBULINA TRANSPORTADORA DE TIROXINA [TBG],,23420,ARTICULO 19,1923910
M19275,GLUCOMETRÍA,,2570,ARTICULO 19,1912735
902108,"GLUCOSA 6 FOSFATO DESHIDROGENASA, CUALITATIVA",,15500,ARTICULO 19,1931390
902109,"GLUCOSA 6 FOSFATO DESHIDROGENASA, CUANTITATIVA",,26715,ARTICULO 19,1931400
903840,GLUCOSA EN ORINA,,3125,ARTICULO 19,1912755
